date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10
2026-08-09,Borac Banja Luka,0.528,0.2242,0.1135,0.0619,0.0349,0.0197,0.0093,0.0055,0.0021,0.0009
2026-08-09,Zeljeznicar Sarajevo,0.0876,0.151,0.1679,0.1562,0.1328,0.1017,0.0809,0.0604,0.0396,0.0219
2026-08-09,Siroki Brijeg,0.0188,0.0488,0.0751,0.1017,0.1199,0.1295,0.1411,0.1355,0.127,0.1026
2026-08-09,FK Sarajevo,0.0854,0.1494,0.1699,0.1537,0.1315,0.101,0.083,0.0592,0.0433,0.0236
2026-08-09,Radnik Bijeljina,0.0145,0.0341,0.0571,0.0835,0.1026,0.122,0.1289,0.1491,0.1512,0.157
2026-08-09,Sloga Doboj,0.0097,0.0253,0.0457,0.067,0.0853,0.1136,0.1293,0.1528,0.1775,0.1938
2026-08-09,Zrinjski,0.2154,0.2521,0.1838,0.1168,0.0824,0.058,0.0403,0.0269,0.0169,0.0074
2026-08-09,Čelik,0.0133,0.0372,0.0637,0.0817,0.1064,0.1212,0.1342,0.1436,0.1493,0.1494
2026-08-09,BSK Banja Luka,0.0033,0.0118,0.0264,0.0488,0.0732,0.1004,0.1276,0.1548,0.1933,0.2604
2026-08-09,Velež,0.024,0.0661,0.0969,0.1287,0.131,0.1329,0.1254,0.1122,0.0998,0.083
2026-08-10,Borac Banja Luka,0.4982,0.2446,0.1167,0.0675,0.0346,0.02,0.0106,0.0052,0.0021,0.0005
2026-08-10,Zrinjski,0.2732,0.2844,0.1823,0.1084,0.0677,0.0386,0.0238,0.0121,0.0074,0.0021
2026-08-10,Zeljeznicar Sarajevo,0.0809,0.1453,0.1812,0.1614,0.1317,0.1092,0.0746,0.0586,0.0396,0.0175
2026-08-10,Siroki Brijeg,0.0172,0.0431,0.0716,0.1011,0.1246,0.1419,0.1401,0.1393,0.1244,0.0967
2026-08-10,FK Sarajevo,0.0804,0.1387,0.1792,0.1628,0.1341,0.104,0.0822,0.0552,0.0427,0.0207
2026-08-10,Radnik Bijeljina,0.0123,0.0307,0.057,0.0895,0.114,0.1284,0.1423,0.141,0.1417,0.1431
2026-08-10,Sloga Doboj,0.0091,0.0222,0.0424,0.0687,0.088,0.1136,0.1417,0.1542,0.1755,0.1846
2026-08-10,Čelik,0.0066,0.0188,0.0448,0.0682,0.091,0.1095,0.1233,0.1619,0.1691,0.2068
2026-08-10,BSK Banja Luka,0.0024,0.009,0.0261,0.0465,0.076,0.0992,0.1335,0.1574,0.1974,0.2525
2026-08-10,Velež,0.0197,0.0632,0.0987,0.1259,0.1383,0.1356,0.1279,0.1151,0.1001,0.0755
