date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10
2026-08-09,Borac Banja Luka,0.528,0.2242,0.1135,0.0619,0.0349,0.0197,0.0093,0.0055,0.0021,0.0009
2026-08-09,Zeljeznicar Sarajevo,0.0876,0.151,0.1679,0.1562,0.1328,0.1017,0.0809,0.0604,0.0396,0.0219
2026-08-09,Siroki Brijeg,0.0188,0.0488,0.0751,0.1017,0.1199,0.1295,0.1411,0.1355,0.127,0.1026
2026-08-09,FK Sarajevo,0.0854,0.1494,0.1699,0.1537,0.1315,0.101,0.083,0.0592,0.0433,0.0236
2026-08-09,Radnik Bijeljina,0.0145,0.0341,0.0571,0.0835,0.1026,0.122,0.1289,0.1491,0.1512,0.157
2026-08-09,Sloga Doboj,0.0097,0.0253,0.0457,0.067,0.0853,0.1136,0.1293,0.1528,0.1775,0.1938
2026-08-09,Zrinjski,0.2154,0.2521,0.1838,0.1168,0.0824,0.058,0.0403,0.0269,0.0169,0.0074
2026-08-09,Čelik,0.0133,0.0372,0.0637,0.0817,0.1064,0.1212,0.1342,0.1436,0.1493,0.1494
2026-08-09,BSK Banja Luka,0.0033,0.0118,0.0264,0.0488,0.0732,0.1004,0.1276,0.1548,0.1933,0.2604
2026-08-09,Velež,0.024,0.0661,0.0969,0.1287,0.131,0.1329,0.1254,0.1122,0.0998,0.083
2026-08-10,Borac Banja Luka,0.4982,0.2446,0.1167,0.0675,0.0346,0.02,0.0106,0.0052,0.0021,0.0005
2026-08-10,Zrinjski,0.2732,0.2844,0.1823,0.1084,0.0677,0.0386,0.0238,0.0121,0.0074,0.0021
2026-08-10,Zeljeznicar Sarajevo,0.0809,0.1453,0.1812,0.1614,0.1317,0.1092,0.0746,0.0586,0.0396,0.0175
2026-08-10,Siroki Brijeg,0.0172,0.0431,0.0716,0.1011,0.1246,0.1419,0.1401,0.1393,0.1244,0.0967
2026-08-10,FK Sarajevo,0.0804,0.1387,0.1792,0.1628,0.1341,0.104,0.0822,0.0552,0.0427,0.0207
2026-08-10,Radnik Bijeljina,0.0123,0.0307,0.057,0.0895,0.114,0.1284,0.1423,0.141,0.1417,0.1431
2026-08-10,Sloga Doboj,0.0091,0.0222,0.0424,0.0687,0.088,0.1136,0.1417,0.1542,0.1755,0.1846
2026-08-10,Čelik,0.0066,0.0188,0.0448,0.0682,0.091,0.1095,0.1233,0.1619,0.1691,0.2068
2026-08-10,BSK Banja Luka,0.0024,0.009,0.0261,0.0465,0.076,0.0992,0.1335,0.1574,0.1974,0.2525
2026-08-10,Velež,0.0197,0.0632,0.0987,0.1259,0.1383,0.1356,0.1279,0.1151,0.1001,0.0755
2026-08-11,Borac Banja Luka,0.5097,0.2404,0.1153,0.0646,0.0341,0.0171,0.0108,0.0046,0.0024,0.001
2026-08-11,Zrinjski,0.2669,0.2891,0.1748,0.1101,0.0694,0.0432,0.0249,0.0126,0.0068,0.0022
2026-08-11,Zeljeznicar Sarajevo,0.077,0.1473,0.1854,0.161,0.1324,0.104,0.0796,0.0534,0.0393,0.0206
2026-08-11,Siroki Brijeg,0.0189,0.0429,0.0753,0.0998,0.1259,0.1309,0.1388,0.1386,0.1293,0.0996
2026-08-11,FK Sarajevo,0.0805,0.1355,0.1679,0.1638,0.136,0.1134,0.0846,0.0591,0.0379,0.0213
2026-08-11,Radnik Bijeljina,0.0118,0.0349,0.0602,0.0859,0.1084,0.1302,0.1319,0.1428,0.1477,0.1462
2026-08-11,Sloga Doboj,0.0076,0.0248,0.0469,0.0664,0.0925,0.1216,0.1319,0.1574,0.1705,0.1804
2026-08-11,Čelik,0.0053,0.021,0.0429,0.073,0.087,0.1101,0.1341,0.1554,0.1746,0.1966
2026-08-11,BSK Banja Luka,0.002,0.009,0.0245,0.0488,0.0719,0.0997,0.1304,0.1606,0.1944,0.2587
2026-08-11,Velež,0.0203,0.0551,0.1068,0.1266,0.1424,0.1298,0.133,0.1155,0.0971,0.0734
2026-08-12,Borac Banja Luka,0.4976,0.2427,0.1239,0.0656,0.034,0.0177,0.0119,0.0039,0.002,0.0007
2026-08-12,Zrinjski,0.2826,0.281,0.1743,0.1082,0.0679,0.0401,0.0225,0.0123,0.0084,0.0027
2026-08-12,Zeljeznicar Sarajevo,0.0786,0.1458,0.1756,0.1665,0.1338,0.1102,0.0829,0.0541,0.0354,0.0171
2026-08-12,Siroki Brijeg,0.0149,0.0423,0.077,0.0965,0.1232,0.138,0.1409,0.1432,0.1263,0.0977
2026-08-12,FK Sarajevo,0.0769,0.1415,0.1732,0.1679,0.1379,0.103,0.0815,0.0593,0.0385,0.0203
2026-08-12,Radnik Bijeljina,0.0117,0.0321,0.0578,0.0842,0.1085,0.1264,0.1376,0.1457,0.1493,0.1467
2026-08-12,Sloga Doboj,0.008,0.0239,0.0459,0.0699,0.0954,0.1115,0.1327,0.1607,0.1693,0.1827
2026-08-12,Čelik,0.0046,0.0209,0.043,0.0663,0.0903,0.1142,0.1311,0.1495,0.1761,0.204
2026-08-12,BSK Banja Luka,0.0028,0.0097,0.0271,0.0477,0.073,0.1032,0.1316,0.1605,0.1931,0.2513
2026-08-12,Velež,0.0223,0.0601,0.1022,0.1272,0.136,0.1357,0.1273,0.1108,0.1016,0.0768
