date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12
2026-08-09,Lask Linz,0.422,0.2281,0.1344,0.09,0.0507,0.0313,0.0187,0.0136,0.0062,0.0029,0.0016,0.0005
2026-08-09,Rapid Vienna,0.1054,0.1465,0.1559,0.1443,0.1291,0.0961,0.0765,0.0531,0.04,0.0258,0.0182,0.0091
2026-08-09,Wolfsberger AC,0.0463,0.0866,0.1167,0.1252,0.1308,0.1237,0.1015,0.0873,0.0644,0.0555,0.0376,0.0244
2026-08-09,Sturm Graz,0.2309,0.2194,0.1744,0.124,0.0901,0.0614,0.0421,0.0211,0.0168,0.0107,0.0065,0.0026
2026-08-09,Red Bull Salzburg,0.142,0.1763,0.1732,0.1524,0.1049,0.0852,0.062,0.04,0.0276,0.0205,0.01,0.0059
2026-08-09,SCR Altach,0.009,0.026,0.0437,0.0618,0.0851,0.1001,0.1129,0.126,0.1182,0.1227,0.1099,0.0846
2026-08-09,Grazer AK,0.0155,0.0394,0.0622,0.0821,0.1049,0.1157,0.1158,0.1141,0.1098,0.092,0.0864,0.0621
2026-08-09,Ried,0.0082,0.0169,0.0291,0.0485,0.0634,0.082,0.0998,0.1114,0.1278,0.1407,0.1346,0.1376
2026-08-09,Austria Lustenau,0.0043,0.0116,0.0224,0.0378,0.054,0.066,0.0884,0.1058,0.1227,0.1443,0.161,0.1817
2026-08-09,WSG Wattens,0.002,0.0101,0.0172,0.0292,0.0462,0.0611,0.0786,0.0999,0.1196,0.1329,0.1736,0.2296
2026-08-09,TSV Hartberg,0.0054,0.0145,0.0279,0.0419,0.0607,0.0777,0.0929,0.1084,0.1274,0.1352,0.1488,0.1592
2026-08-09,Austria Vienna,0.009,0.0246,0.0429,0.0628,0.0801,0.0997,0.1108,0.1193,0.1195,0.1168,0.1118,0.1027
2026-08-10,Lask Linz,0.404,0.2328,0.1377,0.0911,0.0568,0.0341,0.0212,0.0094,0.007,0.0043,0.0013,0.0003
2026-08-10,Rapid Vienna,0.1034,0.1504,0.1542,0.1458,0.1211,0.1032,0.0744,0.0538,0.0412,0.0272,0.0161,0.0092
2026-08-10,Wolfsberger AC,0.0441,0.0848,0.1172,0.1315,0.1326,0.1183,0.0959,0.0867,0.0696,0.0531,0.0421,0.0241
2026-08-10,Sturm Graz,0.2429,0.2189,0.1746,0.1218,0.0834,0.0586,0.0398,0.0262,0.0166,0.0098,0.0062,0.0012
2026-08-10,Red Bull Salzburg,0.1489,0.1763,0.1729,0.1445,0.1079,0.0792,0.062,0.0445,0.0289,0.0183,0.011,0.0056
2026-08-10,SCR Altach,0.0109,0.0248,0.044,0.0617,0.0863,0.098,0.1111,0.1178,0.1201,0.118,0.1116,0.0957
2026-08-10,Grazer AK,0.0166,0.0406,0.0617,0.0869,0.103,0.1124,0.1175,0.1105,0.1055,0.0986,0.0844,0.0623
2026-08-10,Ried,0.0076,0.0168,0.0312,0.0515,0.0683,0.0802,0.0977,0.1115,0.119,0.1369,0.1429,0.1364
2026-08-10,Austria Lustenau,0.0043,0.0116,0.0213,0.0338,0.0545,0.0738,0.0924,0.1052,0.129,0.1385,0.1571,0.1785
2026-08-10,WSG Wattens,0.0034,0.0088,0.0178,0.0279,0.0393,0.0583,0.0798,0.1027,0.12,0.1393,0.1711,0.2316
2026-08-10,TSV Hartberg,0.0049,0.0128,0.0265,0.0445,0.066,0.0816,0.0973,0.1122,0.1254,0.137,0.1437,0.1481
2026-08-10,Austria Vienna,0.009,0.0214,0.0409,0.059,0.0808,0.1023,0.1109,0.1195,0.1177,0.119,0.1125,0.107
2026-08-11,Lask Linz,0.4068,0.2351,0.1407,0.0856,0.0516,0.0337,0.0207,0.0123,0.0076,0.0036,0.0017,0.0006
2026-08-11,Rapid Vienna,0.1096,0.1505,0.1542,0.1565,0.1225,0.0971,0.0683,0.0552,0.0372,0.025,0.0169,0.007
2026-08-11,Wolfsberger AC,0.0426,0.0827,0.1115,0.1316,0.129,0.1191,0.1041,0.0916,0.0712,0.0534,0.0399,0.0233
2026-08-11,Sturm Graz,0.2388,0.2236,0.1752,0.1205,0.09,0.0537,0.0404,0.0277,0.0144,0.0105,0.0033,0.0019
2026-08-11,Red Bull Salzburg,0.1513,0.1723,0.1752,0.142,0.1062,0.0873,0.0602,0.0392,0.0302,0.02,0.0107,0.0054
2026-08-11,SCR Altach,0.0092,0.0255,0.0444,0.0657,0.0827,0.1007,0.1144,0.1129,0.1232,0.1155,0.1128,0.093
2026-08-11,Grazer AK,0.0148,0.0386,0.0644,0.0797,0.1029,0.1146,0.1198,0.1172,0.106,0.0955,0.0823,0.0642
2026-08-11,Ried,0.0057,0.0178,0.0287,0.0476,0.0666,0.0837,0.0975,0.1165,0.127,0.1329,0.1368,0.1392
2026-08-11,Austria Lustenau,0.0025,0.0105,0.0222,0.037,0.0548,0.0658,0.0932,0.1004,0.1248,0.1488,0.1571,0.1829
2026-08-11,WSG Wattens,0.0029,0.0072,0.0151,0.0294,0.0447,0.0621,0.0822,0.0932,0.1206,0.1438,0.1788,0.22
2026-08-11,TSV Hartberg,0.0053,0.0124,0.0283,0.0437,0.0639,0.0823,0.0948,0.1146,0.1199,0.1324,0.1453,0.1571
2026-08-11,Austria Vienna,0.0105,0.0238,0.0401,0.0607,0.0851,0.0999,0.1044,0.1192,0.1179,0.1186,0.1144,0.1054
2026-08-12,Lask Linz,0.405,0.2292,0.1438,0.0887,0.0535,0.0336,0.0201,0.0125,0.0064,0.0043,0.0021,0.0008
2026-08-12,Rapid Vienna,0.1051,0.1427,0.1579,0.1492,0.1251,0.0996,0.0781,0.0529,0.0367,0.0289,0.0161,0.0077
2026-08-12,Wolfsberger AC,0.0476,0.0849,0.1075,0.133,0.1329,0.122,0.1003,0.0859,0.0655,0.0546,0.0393,0.0265
2026-08-12,Sturm Graz,0.2393,0.2255,0.1696,0.1203,0.0842,0.059,0.0429,0.0249,0.0172,0.0095,0.0051,0.0025
2026-08-12,Red Bull Salzburg,0.1489,0.1793,0.1709,0.1401,0.1156,0.0818,0.0548,0.0434,0.0278,0.02,0.0122,0.0052
2026-08-12,SCR Altach,0.011,0.0251,0.045,0.0697,0.0816,0.0977,0.1102,0.1184,0.1191,0.1201,0.1092,0.0929
2026-08-12,Grazer AK,0.0171,0.0393,0.0631,0.0812,0.1035,0.116,0.1194,0.1123,0.1076,0.0942,0.0838,0.0625
2026-08-12,Ried,0.0067,0.0164,0.0307,0.0465,0.0669,0.0805,0.1021,0.1169,0.1288,0.129,0.1418,0.1337
2026-08-12,Austria Lustenau,0.0034,0.0129,0.022,0.0361,0.0536,0.0718,0.0831,0.1052,0.1273,0.1452,0.1628,0.1766
2026-08-12,WSG Wattens,0.0028,0.008,0.0167,0.0289,0.0436,0.061,0.0776,0.0993,0.1174,0.1413,0.1715,0.2319
2026-08-12,TSV Hartberg,0.0047,0.0144,0.0293,0.0426,0.0606,0.0802,0.1006,0.113,0.1215,0.1308,0.1465,0.1558
2026-08-12,Austria Vienna,0.0084,0.0223,0.0435,0.0637,0.0789,0.0968,0.1108,0.1153,0.1247,0.1221,0.1096,0.1039
