date,team,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,pos_16
2026-08-09,Rapid,0.0933,0.1102,0.118,0.1093,0.1061,0.0939,0.0845,0.0677,0.0601,0.0472,0.0353,0.0296,0.021,0.0133,0.0071,0.0034
2026-08-09,Dinamo Bucuresti,0.1377,0.1426,0.1329,0.1207,0.1011,0.0814,0.0672,0.0559,0.0453,0.0365,0.0274,0.0201,0.0144,0.0101,0.005,0.0017
2026-08-09,FCSB,0.1111,0.1219,0.1203,0.1139,0.1001,0.094,0.077,0.0644,0.0527,0.0434,0.0343,0.0259,0.0204,0.011,0.0074,0.0022
2026-08-09,Farul Constanta,0.015,0.027,0.0358,0.0534,0.0603,0.0733,0.0783,0.0836,0.0873,0.0962,0.0868,0.0785,0.0774,0.0642,0.0543,0.0286
2026-08-09,Universitatea Craiova,0.3222,0.2031,0.1309,0.0958,0.0732,0.0517,0.0379,0.0282,0.0217,0.0109,0.0112,0.006,0.0041,0.0017,0.0011,0.0003
2026-08-09,Universitatea Cluj,0.1528,0.1431,0.1331,0.1147,0.0966,0.0867,0.0651,0.0541,0.047,0.0322,0.0255,0.0194,0.0154,0.0077,0.0042,0.0024
2026-08-09,Arges Pitesti,0.0375,0.0554,0.0678,0.0755,0.0888,0.0873,0.0881,0.0906,0.0815,0.0773,0.0707,0.0565,0.045,0.0379,0.0284,0.0117
2026-08-09,Petrolul Ploiesti,0.0051,0.011,0.0181,0.0269,0.0379,0.0477,0.057,0.0708,0.0755,0.0859,0.0967,0.1011,0.1009,0.1093,0.0927,0.0634
2026-08-09,Oţelul,0.0218,0.0345,0.0537,0.0634,0.07,0.084,0.088,0.0915,0.0868,0.0844,0.0776,0.0711,0.0628,0.0504,0.0393,0.0207
2026-08-09,Corvinul Hunedoara,0.0043,0.0107,0.0168,0.0266,0.0333,0.0393,0.0551,0.0625,0.0726,0.0819,0.0935,0.0988,0.1055,0.1134,0.1093,0.0764
2026-08-09,Sepsi OSK Sfantu Gheorghe,0.0077,0.0164,0.0279,0.0307,0.0447,0.0527,0.0651,0.0734,0.0794,0.084,0.0874,0.0973,0.0991,0.0919,0.084,0.0583
2026-08-09,FC Voluntari,0.0028,0.0075,0.0123,0.0198,0.0252,0.0332,0.0478,0.0569,0.0672,0.0792,0.0899,0.1021,0.1111,0.1196,0.1254,0.1
2026-08-09,CFR 1907 Cluj,0.0824,0.0986,0.1064,0.106,0.1005,0.0929,0.085,0.0744,0.0675,0.0512,0.0451,0.0319,0.024,0.019,0.0095,0.0056
2026-08-09,FC Botosani,0.0028,0.008,0.0085,0.0198,0.0274,0.0351,0.046,0.0548,0.0625,0.0791,0.0858,0.1004,0.1099,0.121,0.1315,0.1074
2026-08-09,Uta Arad,0.0034,0.0095,0.0169,0.0212,0.0316,0.0424,0.05,0.059,0.0723,0.0816,0.0932,0.1021,0.1093,0.1118,0.1077,0.088
2026-08-09,Csikszereda,0.0001,0.0005,0.0006,0.0023,0.0032,0.0044,0.0079,0.0122,0.0206,0.029,0.0396,0.0592,0.0797,0.1177,0.1931,0.4299
2026-08-09,Rapid,0.0961,0.1191,0.113,0.1117,0.1066,0.0925,0.0758,0.0713,0.0556,0.048,0.0374,0.0298,0.019,0.0128,0.0073,0.004
2026-08-09,Dinamo Bucuresti,0.1355,0.1531,0.1289,0.1181,0.0991,0.0806,0.0671,0.0569,0.0454,0.0372,0.0276,0.0204,0.0148,0.009,0.0045,0.0018
2026-08-09,FCSB,0.1158,0.1234,0.1191,0.1119,0.1022,0.0894,0.0768,0.059,0.0567,0.0446,0.0357,0.0249,0.0191,0.0117,0.0076,0.0021
2026-08-09,Farul Constanta,0.0126,0.0253,0.0385,0.0502,0.062,0.0735,0.0806,0.0895,0.0871,0.0865,0.0867,0.0803,0.0762,0.0692,0.053,0.0288
2026-08-09,Universitatea Craiova,0.3298,0.1855,0.1415,0.0957,0.0689,0.0532,0.0404,0.0243,0.0207,0.0148,0.0104,0.0063,0.0043,0.0027,0.001,0.0005
2026-08-09,Universitatea Cluj,0.1528,0.1451,0.1311,0.1138,0.0961,0.0825,0.0709,0.0578,0.045,0.0344,0.0243,0.0195,0.0126,0.0084,0.0042,0.0015
2026-08-09,Arges Pitesti,0.0355,0.0567,0.0668,0.0705,0.0873,0.0926,0.0904,0.0837,0.0831,0.0757,0.0714,0.059,0.0494,0.0391,0.0254,0.0134
2026-08-09,Petrolul Ploiesti,0.0046,0.0128,0.0226,0.0294,0.0416,0.0456,0.0584,0.069,0.0766,0.0858,0.0933,0.0997,0.1051,0.098,0.0945,0.063
2026-08-09,Oţelul,0.02,0.0355,0.054,0.0667,0.0717,0.0803,0.0843,0.09,0.087,0.0862,0.0788,0.0697,0.0613,0.0557,0.0408,0.018
2026-08-09,Corvinul Hunedoara,0.0053,0.0098,0.0157,0.0247,0.0299,0.0398,0.0547,0.0652,0.0692,0.0831,0.094,0.1009,0.1036,0.1153,0.1128,0.076
2026-08-09,Sepsi OSK Sfantu Gheorghe,0.0067,0.0146,0.0241,0.0358,0.0453,0.049,0.0667,0.0727,0.0859,0.089,0.0902,0.0994,0.0956,0.0917,0.0788,0.0545
2026-08-09,FC Voluntari,0.0016,0.0077,0.0122,0.0196,0.025,0.0356,0.0452,0.0547,0.067,0.0776,0.0887,0.102,0.1095,0.1199,0.1301,0.1036
2026-08-09,CFR 1907 Cluj,0.077,0.0936,0.1037,0.1022,0.1018,0.1039,0.0844,0.0768,0.0641,0.0519,0.0454,0.0322,0.0278,0.0187,0.0111,0.0054
